amount,amount_to_avg_ratio,amount_to_max_ratio,is_new_beneficiary,beneficiary_age_days,beneficiary_verified,txn_hour,is_unusual_hour,txn_frequency_24h,txn_velocity_1h,user_avg_amount,user_median_amount,user_max_amount,user_total_txns,user_typical_ben_count,user_txn_freq_per_week,days_since_last_txn,is_new_device,device_trusted,recent_password_change,recent_sim_swap,recent_email_change,recent_pin_change,account_events_48h,recent_beneficiary_additions_24h,hive_recipient_flagged,hive_signal_severity,hive_hours_since_alert,hive_scam_category_match,recipient_suspicious_neighbor_count,is_fraud
737.05,0.48,0.14,0,205,1,17,0,4,2,1520.94,276.33,5126.12,80,20,1.2,8,1,1,1,0,0,0,1,2,0,0,-1,0,1,0
37847.18,27.74,10.95,1,0,0,21,0,6,3,1364.23,457.28,3455.37,92,2,0.8,3,1,0,1,1,0,0,5,1,0,0,-1,0,0,1
1509.65,0.78,0.24,0,171,1,1,0,1,0,1932.95,1783.88,6396.02,146,16,7.0,2,0,1,0,0,0,0,1,0,0,0,-1,0,1,0
1119.32,0.67,0.17,0,115,1,6,0,2,3,1671.09,360.02,6503.61,85,10,6.8,11,0,1,0,0,0,0,0,2,0,0,-1,0,0,0
450.64,0.41,0.19,0,342,1,5,1,1,1,1109.17,1144.96,2331.12,49,13,0.6,14,1,1,0,0,0,0,1,2,0,0,-1,0,2,0
13994.83,6.08,2.85,0,68,1,23,0,5,1,2301.07,383.13,4913.51,77,10,2.3,14,1,0,0,0,0,0,1,1,0,0,-1,0,1,0
34187.61,32.36,10.91,1,0,0,12,0,4,4,1056.48,1379.33,3133.0,250,13,7.5,1,1,0,1,1,0,0,3,5,0,0,-1,0,0,1
61199.4,10.4,1.11,0,632,1,15,0,0,3,5883.81,1168.36,55079.46,85,17,2.4,3,1,1,0,0,0,0,2,1,0,0,-1,0,0,0
5724.55,3.77,1.87,1,48,0,6,0,2,0,1518.7,936.45,3068.85,119,11,6.8,1,1,1,1,0,0,0,1,0,0,0,-1,0,1,0
23073.45,17.91,5.5,1,39,0,21,0,3,2,1288.33,570.11,4198.38,107,8,4.4,7,0,0,0,0,1,1,0,0,0,0,-1,0,0,0
28197.11,2.26,0.75,0,130,1,3,0,0,0,12459.36,1607.85,37378.08,134,10,7.8,9,0,1,0,0,0,0,1,2,0,0,-1,0,2,0
300.32,0.23,0.08,0,359,1,0,0,1,2,1325.18,1360.35,3719.9,147,17,1.7,12,0,1,0,0,0,0,0,2,0,0,-1,0,1,0
70356.23,7.06,1.11,0,158,1,16,0,2,0,9962.05,606.34,63320.61,157,5,4.5,12,0,1,0,0,0,0,0,1,0,0,-1,0,0,0
23114.31,17.25,6.24,1,0,0,10,0,8,3,1340.2,176.31,3704.93,235,17,6.1,13,1,0,1,1,1,0,2,5,0,0,-1,0,1,1
1150.05,1.29,0.37,0,174,1,3,0,2,2,891.32,308.88,3078.07,107,18,6.6,1,1,1,0,0,0,0,1,2,0,0,-1,0,1,0
21217.18,10.08,3.91,1,0,0,1,1,4,0,2104.59,591.13,5426.53,45,12,6.3,9,0,1,0,0,0,0,0,3,0,0,-1,0,3,1
27905.28,39.17,13.58,1,0,0,12,0,4,3,712.37,517.95,2055.12,112,12,2.8,1,0,1,0,0,0,1,2,3,1,0,-1,0,0,1
110690.66,8.36,1.11,0,674,1,9,0,1,3,13244.53,476.85,99621.59,228,2,4.2,8,0,0,0,0,0,0,0,2,0,0,-1,0,1,0
29080.18,21.98,7.95,0,82,1,1,0,5,2,1323.17,1208.33,3656.7,139,16,6.4,2,0,1,0,0,0,0,1,2,0,0,-1,0,1,0
46047.1,88.16,34.86,1,0,0,23,0,4,2,522.32,1174.06,1320.96,13,18,2.3,5,1,0,1,0,0,0,2,3,0,0,-1,0,1,1
37651.71,1.86,0.62,0,360,1,3,0,2,1,20210.59,566.62,60631.78,125,4,5.2,6,1,0,0,0,0,0,1,1,0,0,-1,0,1,0
32584.86,2.05,0.68,0,590,1,11,0,0,2,15917.37,566.8,47752.1,78,5,6.1,2,0,1,0,0,0,0,2,1,0,0,-1,0,2,0
24426.62,7.89,3.39,0,89,0,20,0,2,0,3097.06,587.18,7202.04,55,16,1.2,3,1,1,0,0,0,0,1,1,0,0,-1,0,0,0
23084.02,1.02,0.34,0,222,1,3,0,2,2,22720.7,905.45,68162.11,224,19,5.1,3,0,1,0,0,0,0,2,1,0,0,-1,0,1,0
73268.68,36.21,18.91,1,0,0,10,0,4,1,2023.7,3005.15,3874.83,15,14,4.1,14,1,1,0,0,0,0,0,4,0,0,-1,0,3,1
27657.89,30.18,10.62,0,1,0,17,0,2,1,916.4,186.56,2603.14,69,7,1.9,8,0,1,0,0,0,0,0,0,1,2,48,1,6,1
5232.79,2.5,0.55,0,67,1,20,0,2,2,2091.82,150.77,9564.78,50,6,4.7,14,0,1,0,0,0,0,0,1,0,0,-1,0,0,0
2371.75,3.91,1.17,0,191,1,7,0,1,0,607.14,721.17,2021.13,245,9,0.6,14,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
39437.93,26.73,13.38,1,0,0,17,0,1,1,1475.56,609.85,2947.17,242,14,0.7,1,0,0,0,0,0,0,2,2,0,0,-1,0,1,1
517.51,0.26,0.1,0,139,1,0,0,5,1,1998.35,497.35,5089.35,157,14,3.1,7,0,1,0,0,0,0,1,1,0,0,-1,0,1,0
32997.27,1.59,0.53,0,439,1,12,0,5,1,20795.85,1188.34,62387.55,212,2,6.0,9,0,1,0,0,0,0,2,1,0,0,-1,0,0,0
90278.4,105.54,26.84,0,2,0,22,1,4,1,855.42,679.19,3363.76,154,6,3.0,7,0,1,0,0,0,0,2,0,1,4,6,1,3,1
675.39,1.99,0.62,0,182,0,20,0,3,2,340.09,4754.92,1084.04,241,5,7.4,10,0,1,0,0,0,0,1,2,0,0,-1,0,0,0
425.39,0.54,0.19,0,132,1,21,0,1,1,793.33,174.69,2209.73,223,10,2.7,7,1,0,0,0,0,0,2,2,0,0,-1,0,0,0
525.58,0.32,0.1,0,104,1,6,0,5,2,1651.58,604.7,5219.43,127,2,7.4,0,1,0,1,0,0,0,2,1,0,0,-1,0,2,0
39105.98,29.04,12.3,0,12,0,21,0,1,2,1346.55,405.89,3179.19,94,20,3.6,3,1,1,0,0,0,0,2,1,1,2,44,0,1,1
288.37,0.15,0.03,1,194,1,13,0,4,2,1886.54,2539.56,8758.44,55,12,2.3,6,0,1,0,0,0,0,0,1,0,0,-1,0,2,0
131390.63,14.63,1.11,0,172,1,17,0,0,2,8981.21,2068.47,118251.57,148,19,6.9,4,0,1,1,0,0,0,2,1,0,0,-1,0,1,0
26812.6,3.14,1.05,0,328,1,6,0,2,0,8527.65,506.72,25582.96,132,19,6.3,1,0,1,0,0,0,0,1,1,0,0,-1,0,0,0
63207.12,3.41,1.11,0,675,1,4,0,1,3,18555.93,187.67,56886.41,79,19,2.2,4,1,0,0,0,0,0,2,0,0,0,-1,0,0,0
66.61,0.06,0.02,0,352,1,11,0,1,0,1170.04,3795.54,2797.55,169,14,3.6,7,0,1,0,0,0,0,0,2,0,0,-1,0,1,0
27187.82,6.56,2.73,0,12,1,23,1,0,1,4143.01,938.49,9960.78,136,9,3.6,11,0,1,0,0,0,0,2,0,0,0,-1,0,1,0
73057.42,36.23,10.08,0,3,0,1,0,3,3,2016.56,158.35,7246.03,23,19,7.9,0,1,1,0,0,0,0,0,0,1,3,60,1,6,1
18297.91,4.29,0.98,0,21,1,9,0,4,1,4268.39,712.59,18714.17,141,20,2.1,5,1,0,1,0,0,0,1,0,0,0,-1,0,1,0
94342.47,4.87,1.11,0,583,1,13,0,3,3,19365.55,264.78,84908.22,294,6,6.3,12,0,1,0,0,0,0,0,0,0,0,-1,0,1,0
56277.29,95.54,32.35,0,13,0,10,0,3,2,589.05,2733.31,1739.66,133,19,3.4,1,1,0,0,0,0,0,0,0,1,3,23,0,2,1
1237.31,0.79,0.16,0,38,1,10,0,5,1,1564.09,1734.51,7623.19,127,12,5.1,12,0,1,0,0,1,0,0,1,0,0,-1,0,1,0
17707.95,12.09,2.76,1,85,0,5,0,0,1,1464.11,598.75,6405.6,42,2,1.0,11,1,1,1,0,0,0,1,2,0,0,-1,0,0,0
23966.15,27.76,9.6,1,61,0,15,0,1,1,863.36,211.08,2496.67,155,16,5.1,12,1,1,0,0,0,0,2,0,0,0,-1,0,0,0
27073.52,35.3,12.74,1,0,0,18,1,4,4,767.03,403.26,2125.15,84,14,7.8,14,1,0,1,1,1,0,2,1,0,0,-1,0,1,1
233.63,0.66,0.2,0,325,1,9,0,5,2,353.01,663.38,1163.23,242,15,5.9,14,0,0,0,0,0,0,1,0,0,0,-1,0,2,0
218.83,0.11,0.04,1,34,1,1,0,5,2,1989.03,373.15,5780.71,232,6,4.8,4,1,1,0,0,0,0,2,1,0,0,-1,0,1,0
377.92,0.43,0.19,1,86,1,9,0,4,1,870.46,183.66,1949.99,250,7,2.9,3,1,1,0,0,0,0,1,1,0,0,-1,0,1,0
17976.68,3.84,1.15,1,78,0,20,0,5,2,4678.51,430.38,15641.33,151,20,1.3,3,0,0,0,0,0,0,1,2,0,0,-1,0,0,0
123.53,0.07,0.02,0,242,1,16,0,1,0,1814.03,150.38,5434.56,129,14,2.3,2,1,0,0,0,0,0,1,0,0,0,-1,0,0,0
76012.67,34.39,13.39,1,7,0,13,0,0,2,2210.33,1220.58,5674.98,106,19,3.8,7,0,1,0,0,0,0,0,1,1,4,46,1,4,1
492.04,0.4,0.09,0,30,1,23,0,3,3,1227.52,480.49,5568.85,142,9,6.3,6,0,1,0,1,0,0,0,2,0,0,-1,0,0,0
24030.43,8.53,2.42,0,9,0,22,0,4,0,2818.46,993.14,9925.7,61,20,1.9,12,0,0,0,0,0,0,2,2,0,0,-1,0,1,0
592.45,0.52,0.21,0,116,1,22,0,2,2,1136.5,242.0,2763.53,21,10,6.3,6,1,1,0,0,0,0,0,1,0,0,-1,0,0,0
46634.65,2.0,0.67,0,92,1,5,0,2,1,23362.94,1290.01,70088.82,136,3,0.9,4,0,1,0,0,0,0,0,1,0,0,-1,0,1,0
564.26,0.47,0.21,0,257,1,9,0,0,2,1211.7,540.87,2684.57,232,16,1.7,2,0,1,0,0,0,0,0,0,0,0,-1,0,1,0
103598.22,10.8,1.11,0,596,1,1,0,1,1,9595.18,569.7,93238.4,70,10,0.7,5,0,1,0,0,0,0,1,2,0,0,-1,0,0,0
24702.91,1.59,0.53,0,259,1,17,0,1,1,15583.11,361.26,46749.32,248,2,0.7,10,0,1,0,0,0,0,1,0,0,0,-1,0,0,0
50810.45,33.48,14.61,1,0,0,22,0,3,3,1517.71,336.37,3477.88,218,18,2.5,7,1,0,1,1,1,0,2,3,0,0,-1,0,2,1
7554.8,2.75,0.81,0,16,1,5,0,0,3,2744.74,281.39,9355.71,236,6,1.8,7,0,1,0,0,0,0,1,1,0,0,-1,0,1,0
8836.39,10.06,4.42,1,0,0,22,0,3,3,878.61,1326.79,1998.34,88,6,4.7,4,1,0,1,0,0,0,3,2,1,0,-1,0,1,1
9380.77,2.46,0.95,1,22,0,13,1,1,2,3812.6,161.99,9835.48,69,15,2.6,9,1,0,1,1,0,0,2,2,0,0,-1,0,1,0
21362.51,7.14,2.65,0,20,1,9,0,5,3,2993.27,306.59,8066.64,111,18,5.3,13,0,0,1,0,0,0,1,0,0,0,-1,0,1,0
1142.32,0.99,0.26,0,279,0,0,0,2,0,1159.39,1131.63,4382.67,14,5,6.9,2,0,0,0,0,0,0,0,1,0,0,-1,0,0,0
60177.12,43.02,13.35,0,13,0,15,0,3,2,1398.93,168.8,4506.39,156,3,2.6,4,0,1,0,0,0,0,1,1,1,2,5,1,5,1
494.96,0.72,0.29,0,110,1,1,0,3,0,690.71,856.15,1718.75,96,11,0.9,10,0,0,0,0,0,0,0,1,0,0,-1,0,0,0
18847.78,5.89,2.34,0,50,1,0,0,2,0,3198.74,400.44,8041.67,234,10,1.4,2,1,1,0,0,0,0,0,0,0,0,-1,0,1,0
37740.02,2.08,0.69,0,329,1,3,1,1,3,18101.31,462.29,54303.93,191,18,6.7,2,0,1,0,0,0,0,2,1,0,0,-1,0,1,0
44491.67,23.52,10.97,1,0,0,17,1,5,3,1891.26,2789.4,4055.52,112,10,6.8,0,1,0,1,0,0,0,5,5,0,0,-1,0,1,1
70664.31,4.08,1.11,0,664,1,10,0,4,3,17320.68,157.82,63597.88,181,4,1.9,5,0,1,0,0,0,0,0,2,0,0,-1,0,0,0
122250.07,13.45,1.11,0,240,1,1,0,4,0,9090.46,1089.1,110025.06,140,16,3.1,14,0,0,1,0,0,0,1,0,0,0,-1,0,2,0
7834.15,4.17,1.01,1,86,1,12,0,1,0,1877.1,532.39,7732.16,161,14,8.0,3,1,0,0,0,0,0,1,1,0,0,-1,0,0,0
478.47,0.4,0.1,0,215,0,3,0,5,2,1182.83,1426.06,4635.97,191,13,7.9,4,1,1,0,1,0,0,2,2,0,0,-1,0,2,0
22444.77,10.04,4.67,1,0,0,7,0,2,0,2234.69,819.91,4806.67,160,2,7.9,3,0,1,0,0,0,0,2,2,0,0,-1,0,0,1
44196.26,3.46,1.11,0,307,1,13,0,4,2,12779.03,708.71,39776.63,166,11,1.4,14,0,0,0,0,1,0,0,0,0,0,-1,0,0,0
1969.77,2.59,0.66,0,174,1,2,0,4,0,761.42,141.97,2979.55,120,7,6.5,0,0,1,0,0,0,1,0,2,0,0,-1,0,0,0
20770.63,10.49,5.13,0,19,0,5,0,2,0,1979.1,256.53,4049.02,231,10,6.4,6,0,0,0,0,0,0,0,0,0,0,-1,0,1,0
387.47,0.53,0.12,0,245,1,11,0,5,3,729.29,345.0,3176.47,45,2,1.6,0,0,1,0,0,1,0,2,1,0,0,-1,0,1,0
459.91,0.44,0.14,0,117,1,14,1,1,1,1056.95,320.47,3367.74,118,19,5.6,2,0,0,0,0,0,1,2,2,0,0,-1,0,1,0
883.12,0.78,0.17,0,54,1,19,1,1,3,1134.65,196.81,5198.8,151,6,0.5,3,0,1,0,0,0,0,1,1,0,0,-1,0,0,0
43609.78,25.67,7.0,0,9,0,3,0,2,1,1698.6,242.31,6228.42,152,10,4.3,2,1,0,0,0,0,0,2,2,1,2,31,1,4,1
23954.65,11.49,2.42,0,18,1,14,0,4,0,2084.99,247.3,9894.91,158,2,4.1,14,1,1,0,0,0,1,1,2,0,0,-1,0,1,0
29617.42,8.92,2.27,1,17,1,10,0,4,0,3318.9,1621.88,13038.77,108,20,1.4,10,1,0,0,0,1,0,1,0,0,0,-1,0,0,0
6269.15,3.1,1.09,1,0,0,1,0,3,5,2021.78,218.07,5764.28,165,15,1.4,9,1,0,1,1,1,0,3,3,0,0,-1,0,0,1
23878.85,3.98,1.11,0,226,1,19,0,5,2,6006.1,368.33,21490.97,232,15,3.8,2,0,1,0,0,0,1,1,2,0,0,-1,0,2,0
74354.46,26.85,9.87,0,11,0,12,0,0,1,2768.79,365.89,7530.94,249,11,7.6,5,0,1,0,0,0,0,1,2,1,3,27,1,4,1
834.46,0.5,0.15,1,352,1,15,0,3,0,1667.57,925.17,5467.36,169,6,0.6,10,0,1,0,0,0,0,0,0,0,0,-1,0,2,0
8149.87,2.11,0.6,0,65,1,1,0,4,2,3860.38,652.32,13638.63,9,4,7.7,6,1,1,0,0,0,0,2,0,0,0,-1,0,1,0
75750.32,21.24,6.42,1,9,0,15,0,1,2,3566.49,2607.08,11807.35,184,5,6.9,14,0,1,0,0,0,0,0,0,1,2,51,1,3,1
24284.88,7.33,2.35,1,36,1,21,0,0,0,3311.03,357.66,10320.57,187,8,7.0,2,1,1,0,0,0,1,2,0,0,0,-1,0,1,0
6342.79,1.5,0.39,1,56,1,2,0,0,3,4241.64,1205.51,16356.66,127,20,1.1,8,1,1,0,0,0,0,2,0,0,0,-1,0,1,0
27489.91,8.89,4.43,1,1,1,16,0,5,2,3090.81,288.52,6199.59,16,5,5.6,7,0,1,0,0,0,0,1,0,0,0,-1,0,0,0
27483.85,17.6,4.51,0,1,0,12,1,4,0,1561.97,146.22,6099.59,110,17,5.4,13,0,1,0,0,0,0,1,0,1,4,10,1,4,1
21571.66,4.66,1.1,1,11,0,4,0,1,0,4633.61,724.11,19595.02,89,2,7.7,4,0,0,0,0,0,0,0,1,0,0,-1,0,0,0
1262.53,1.24,0.34,1,101,1,20,0,0,2,1016.35,393.78,3760.55,103,13,6.2,6,1,1,0,0,0,0,1,2,0,0,-1,0,1,0
50,0.09,0.04,0,247,1,7,1,0,0,534.76,742.17,1283.11,75,15,2.8,4,0,0,0,0,0,0,2,0,0,0,-1,0,1,0
80842.01,30.24,7.89,1,0,0,19,1,5,0,2673.46,756.72,10251.25,183,15,0.8,3,1,1,0,0,0,1,0,1,1,3,3,1,2,1
11839.86,2.58,0.6,1,31,0,0,0,4,2,4591.2,3477.7,19829.2,204,17,6.2,10,0,1,1,0,0,0,0,0,0,0,-1,0,1,0
28028.18,7.65,2.11,0,32,0,6,0,5,1,3665.15,1270.91,13302.33,47,3,8.0,10,0,0,0,0,0,0,2,1,0,0,-1,0,0,0
14626.48,4.53,1.12,1,40,1,13,0,0,1,3228.65,353.23,13103.91,247,20,7.2,10,0,1,0,0,0,0,1,0,0,0,-1,0,0,0
352.97,0.19,0.04,0,72,1,13,1,1,2,1824.64,474.28,8148.07,35,10,6.6,6,1,1,0,0,0,0,1,2,0,0,-1,0,2,0
55970.15,39.18,14.52,1,0,0,21,0,5,2,1428.61,153.65,3853.54,201,6,6.4,10,1,1,0,0,0,0,2,4,0,0,-1,0,1,1
31584.72,53.86,18.32,1,0,0,23,0,5,0,586.45,491.67,1723.86,119,16,6.9,13,0,1,0,1,0,0,2,1,0,0,-1,0,0,1
52237.2,47.76,19.63,1,0,0,22,1,5,2,1093.66,657.44,2660.95,115,2,1.5,4,1,1,0,0,0,0,0,1,0,0,-1,0,1,1
2637.55,1.18,0.47,0,45,0,6,0,2,2,2226.67,663.94,5602.28,193,16,5.7,4,0,0,0,0,0,0,0,1,0,0,-1,0,0,0
10741.08,4.33,1.25,1,26,0,22,0,4,3,2478.05,401.78,8622.47,130,15,2.4,4,1,0,0,0,0,0,1,1,0,0,-1,0,0,0
63718.26,89.88,48.95,1,0,0,9,1,2,2,708.96,1301.4,1301.69,161,19,0.9,9,0,1,0,0,0,0,0,1,0,0,-1,0,0,1
79120.64,35.93,12.99,1,0,0,6,0,1,2,2201.82,255.87,6090.42,108,15,1.5,11,1,0,1,0,0,0,1,2,0,0,-1,0,3,1
109070.7,18.18,1.11,0,322,1,14,0,3,1,6000.64,441.59,98163.63,180,2,4.5,13,1,0,0,0,1,0,0,2,0,0,-1,0,2,0
118487.16,14.01,1.11,0,256,1,19,0,5,3,8454.58,761.35,106638.44,84,5,7.5,3,0,1,0,0,1,0,0,1,0,0,-1,0,0,0
170.48,0.15,0.05,0,360,1,3,1,0,3,1168.1,180.13,3637.98,72,12,1.8,13,0,1,0,0,0,0,0,2,0,0,-1,0,1,0
544.89,0.42,0.21,0,192,1,7,0,2,2,1310.88,3065.12,2637.15,192,7,0.7,0,0,1,0,0,0,0,2,1,0,0,-1,0,1,0
102885.34,4.85,1.11,0,249,1,17,0,5,2,21201.86,167.37,92596.81,55,15,8.0,7,0,1,0,0,0,0,2,2,0,0,-1,0,2,0
470.79,0.24,0.09,0,146,0,4,0,4,3,1969.71,2374.47,5535.49,232,4,3.0,5,1,1,0,0,0,0,2,0,0,0,-1,0,0,0
14959.96,1.12,0.37,0,158,1,13,1,2,2,13363.64,898.95,40090.92,129,17,4.7,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,0
404.16,0.23,0.06,1,60,1,10,0,1,0,1755.86,140.52,7156.23,130,2,1.5,12,0,1,1,0,0,0,2,1,0,0,-1,0,2,0
54609.45,19.49,5.27,1,0,0,9,1,0,3,2802.37,273.12,10368.6,205,8,3.6,9,0,1,0,0,0,0,2,2,1,2,58,1,3,1
664.86,1.21,0.36,0,329,1,17,0,1,1,551.3,450.88,1834.19,133,19,7.1,3,0,1,0,0,0,0,0,0,0,0,-1,0,0,0
1363.58,1.72,0.66,0,186,1,17,0,2,1,793.31,590.86,2064.86,101,7,7.4,0,1,1,0,0,0,0,1,0,0,0,-1,0,1,0
25948.9,8.04,2.32,0,6,0,6,0,3,1,3227.58,635.92,11175.83,85,2,7.4,6,1,1,0,0,0,0,2,0,1,4,0,1,4,1
618.18,0.5,0.25,0,225,1,2,0,2,2,1231.49,663.31,2464.49,34,11,4.3,10,1,1,0,0,0,0,1,2,0,0,-1,0,0,0
27822.03,8.3,3.0,1,87,0,15,0,2,0,3350.24,1611.49,9265.9,62,5,7.1,14,0,1,0,0,0,0,0,0,0,0,-1,0,0,0
345.63,0.25,0.11,1,165,1,22,0,4,3,1386.75,246.48,3288.35,162,11,4.6,11,0,1,0,0,0,0,1,2,0,0,-1,0,2,0
826.24,0.94,0.27,0,33,1,3,0,5,2,880.63,937.74,3042.86,177,17,2.8,8,1,1,0,1,0,0,0,2,0,0,-1,0,0,0
7259.47,7.39,2.25,1,74,0,10,0,5,0,982.85,686.83,3229.31,159,5,6.2,14,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
211.87,0.37,0.07,0,267,1,2,0,1,2,576.09,173.1,2879.31,166,2,1.3,5,1,1,1,0,0,0,2,1,0,0,-1,0,1,0
438.0,1.36,0.34,1,158,0,6,0,0,3,322.17,2052.58,1269.97,106,7,0.5,13,0,1,0,0,0,0,0,2,0,0,-1,0,1,0
9785.83,3.12,1.15,0,53,0,5,0,4,0,3139.18,320.83,8521.9,35,11,3.2,2,0,0,0,0,0,0,2,2,0,0,-1,0,1,0
1194.23,0.66,0.18,1,221,1,6,0,5,2,1819.57,645.59,6553.57,238,6,7.9,10,0,1,0,0,0,0,2,1,0,0,-1,0,2,0
95186.77,54.16,13.54,0,0,0,20,0,4,2,1757.47,272.07,7029.58,245,9,2.6,4,1,1,0,0,0,0,0,1,1,2,41,0,6,1
7325.96,4.15,1.56,0,5,0,4,0,5,0,1766.07,1601.28,4704.99,139,9,0.9,7,0,0,0,0,1,0,1,1,1,2,32,0,6,1
18062.34,20.08,8.53,1,0,0,15,0,3,2,899.46,153.25,2117.56,166,12,6.5,9,1,0,1,1,1,0,5,4,0,0,-1,0,1,1
216.7,0.18,0.06,0,262,1,9,1,2,1,1195.64,3159.89,3350.89,36,14,4.1,1,0,0,0,0,0,0,1,0,0,0,-1,0,1,0
51564.52,68.24,23.77,1,0,0,20,0,3,3,755.65,580.3,2169.64,42,16,3.2,4,1,0,1,1,1,0,5,4,1,0,-1,0,2,1
28589.3,6.48,1.32,0,52,1,13,0,5,0,4412.86,1177.94,21606.94,200,19,3.8,2,0,0,0,0,0,0,2,0,0,0,-1,0,0,0
13935.81,9.51,2.71,0,71,0,0,0,4,0,1464.86,416.3,5143.75,132,9,5.5,6,0,1,0,0,0,0,2,0,0,0,-1,0,0,0
514.5,0.28,0.1,1,17,0,1,0,2,0,1826.91,322.75,5004.58,115,11,7.6,6,1,1,0,0,0,0,2,2,0,0,-1,0,1,0
38515.2,12.72,5.04,0,10,0,14,0,5,1,3028.08,1847.23,7638.6,5,8,4.4,5,1,1,0,0,0,0,2,1,1,4,23,1,3,1
373.64,0.26,0.1,1,345,1,20,0,5,0,1437.21,480.51,3825.44,81,16,0.9,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0
34130.41,12.53,5.53,1,0,0,19,0,4,4,2724.71,144.58,6170.06,231,8,3.9,9,1,0,1,0,0,0,2,5,0,0,-1,0,2,1
11179.14,2.33,0.6,0,51,1,8,0,2,3,4788.17,162.79,18537.12,205,10,7.0,10,0,0,0,0,0,0,2,2,0,0,-1,0,0,0
29097.23,14.65,6.1,0,88,0,7,0,3,2,1985.59,604.94,4768.07,101,12,1.0,3,0,0,0,0,0,0,0,2,0,0,-1,0,1,0
55969.7,6.01,1.11,0,149,1,4,0,5,3,9316.98,144.94,50372.73,151,10,6.3,5,0,0,0,0,0,0,0,0,0,0,-1,0,2,0
890.77,0.55,0.14,0,130,1,2,1,2,2,1631.73,1203.1,6316.97,18,5,5.1,11,0,1,0,0,0,1,1,2,0,0,-1,0,2,0
20352.49,18.47,5.79,0,59,0,14,0,4,0,1101.98,1323.24,3516.39,178,13,6.1,12,0,0,0,0,0,0,0,0,0,0,-1,0,1,0
69729.74,31.88,13.46,1,0,0,6,0,2,2,2187.43,537.36,5180.02,72,8,0.9,2,0,0,0,0,1,0,2,2,0,0,-1,0,3,1
484.42,0.86,0.28,1,67,1,14,0,0,0,562.3,1266.89,1738.2,159,5,6.7,0,0,0,0,0,0,0,1,2,0,0,-1,0,2,0
31412.66,1.99,0.66,0,401,1,14,0,3,2,15769.44,230.59,47308.31,243,13,5.4,0,0,1,1,0,0,0,2,0,0,0,-1,0,0,0
71391.88,5.5,1.11,0,350,1,11,0,3,1,12990.02,470.61,64252.69,158,19,1.6,12,0,1,0,0,0,0,2,0,0,0,-1,0,0,0
13254.42,3.15,1.54,0,55,1,6,0,4,0,4203.9,1349.59,8613.55,17,17,7.8,1,1,0,0,0,0,0,1,1,0,0,-1,0,1,0
58394.33,87.7,41.16,1,0,0,5,0,4,3,665.88,160.41,1418.73,107,17,1.6,11,0,1,1,0,0,0,2,4,0,0,-1,0,2,1
27568.13,21.73,8.92,1,0,0,7,0,7,4,1268.9,1339.21,3090.91,163,2,5.8,0,1,0,1,1,1,1,3,4,0,0,-1,0,0,1
1604.58,2.36,0.69,0,178,1,7,0,2,2,680.33,219.41,2326.96,100,17,6.5,13,1,1,0,0,0,0,2,0,0,0,-1,0,0,0
78479.01,3.78,1.11,0,147,1,14,0,1,2,20776.27,506.36,70631.11,289,18,7.8,6,0,1,0,0,0,0,0,2,0,0,-1,0,0,0
1027.77,1.12,0.26,0,206,1,2,0,0,2,920.27,1152.52,3990.35,123,20,1.2,4,1,0,0,0,0,0,1,1,0,0,-1,0,0,0
119158.94,11.15,1.11,0,242,1,5,0,4,0,10690.76,481.69,107243.05,226,13,7.1,0,1,0,0,0,0,1,2,0,0,0,-1,0,2,0
56181.2,3.32,1.11,0,449,1,9,0,1,2,16946.53,1570.84,50839.59,205,13,7.5,5,1,1,0,0,0,0,1,1,0,0,-1,0,0,0
44272.78,1.99,0.66,0,364,1,18,0,0,0,22258.73,873.44,66776.19,96,11,1.1,6,0,1,0,1,0,0,2,1,0,0,-1,0,1,0
95490.21,4.67,1.11,0,670,1,10,1,3,3,20460.66,183.59,85941.19,140,14,6.2,1,0,1,0,0,0,0,0,2,0,0,-1,0,0,0
2405.39,5.55,1.59,0,121,1,4,0,0,3,433.32,587.41,1508.15,122,9,3.7,12,1,1,0,0,0,0,2,0,0,0,-1,0,1,0
51915.47,33.2,15.64,1,0,0,16,0,4,1,1563.68,970.17,3320.19,98,6,4.5,1,0,1,0,0,0,0,2,3,0,0,-1,0,0,1
26892.77,6.72,2.05,1,5,0,19,0,1,0,4004.21,921.03,13121.07,122,5,4.4,3,1,1,0,0,0,0,2,2,0,0,-1,0,1,0
13095.46,3.41,1.3,0,6,0,23,0,1,0,3841.93,348.54,10035.67,196,4,6.6,0,1,1,0,0,0,0,0,1,1,3,17,1,2,1
16010.39,3.84,0.98,1,4,1,17,0,2,2,4170.8,446.97,16405.69,41,8,3.2,13,0,0,0,0,0,0,2,2,0,0,-1,0,0,0
25732.43,17.99,6.01,0,77,0,6,0,5,0,1430.2,4604.78,4282.21,228,8,4.1,2,0,0,0,0,0,0,0,2,0,0,-1,0,1,0
179.63,0.1,0.04,0,128,1,21,0,5,1,1830.55,578.06,4299.94,177,3,7.3,1,1,0,0,0,0,0,0,2,0,0,-1,0,0,0
20406.74,12.19,2.53,0,12,0,12,0,0,2,1673.39,250.48,8058.39,218,5,3.2,9,0,1,0,0,0,0,0,1,0,0,-1,0,1,0
